name,type_red,type_black,fen,branchs,steps,moves 
踏遍青山.XQF,双车双炮多兵,双车双马双炮多卒双象,C4k1PR/4P1r1P/b3b3n/1cp1r1p2/2P6/3p5/2Pp5/3p4C/1c7/2nK4R w,2,47,h9g9 e7g9 i0f0 e6f6 i2f2 f6e6 f2h2 e6f6 h2h9 g9e7 h9h8 g8g9 h8h9 g9g8 h9h5 e7g9 h5f5 f6e6 f5d5 e6f6 d5d9 a7c9 d9d3 c9a7 d3f3 f6e6 f3h3 e6f6 h3h9 g9e7 h9h5 e7g9 h5f5 f6e6 f5d5 e6f6 d5d9 a7c9 d9d2 c9a7 d2f2 f6e6 f2b2 e6f6 f0f6 b6f6 b2b9|h9g9 e7g9 i0f0 e6f6 i2f2 f6e6 f2h2 e6f6 h2h9 g9e7 h9h8 e7g9 e8f8 f6f8 h8h9
车水马龙.XQF,双车双马炮多兵,双车双马双炮多卒双士象,9/4k4/2RabaP2/3PR4/2n1P4/2NprpP2/4N4/1pCKcrpc1/4p4/4n4 w,1,47,c7c8 e8e9 e6e7 e9d9 c8c9 d9d8 d6d7 c5d7 c9c8 d8d9 e7d7 d9e9 d7e7 e9d9 e7e9 d9e9 c8c9 e9e8 c4d6 e8d8 d6f7 d8e8 c9c8 e8e7 e5e6 e4e6 e3d5 e6d6 c8c7 e7e8 f7d6 e8d8 c7c8 d8d9 c8c9 d9d8 d6b7 d8e8 d5f6 e8f8 g7g8 f8f7 c9f9 f7e7 f6d5 e7e8 g8f8
陶情弈趣_022扬鞭催马.XQF,双车马双炮多兵,双车双马双炮双卒士象全,1cbPnPb2/3PaPCR1/3a1k2N/6C2/9/9/6r2/3n1p3/6r2/3pRK1c1 w,1,47,e0e7 f7e7 h8h7 e8f7 g8g7 f7e8 g7g3 e8f7 g6g7 f7e8 g7g1 e8f7 g3g7 f7e8 g7g8 e8f7 g1g7 f7e8 g7g9 e8f7 g8g7 f7e8 g9e9 e7f7 g7d7 f7f8 d8e8 f8e8 h7h8 e8e7 i7g8 e7f7 e9e7 f7f8 g8f6 f8f9 d9e9 b9e9 d7d9 e9e8 h8h9 f9f8 d9d8 e8e9 e7e8 f8f7 h9h7
鸳龙戏水.XQF,双车马双炮双兵,双车双马双炮多卒士双象,4P4/4a4/2C2k1P1/1RC2Nnnc/2b3b1p/2r6/2R6/2rp5/4pc3/3K1p3 w,1,47,f6d7 g5e7 d7e5 f7f8 e5g6 i6g6 c3f3 g6f6 f3f6 h6f7 f6f7 e8f7 b6b8 f7e8 c7c8 e8d7 c8c5 d7e8 c6c8 e8d7 c8c4 d7e8 c5c8 e8d7 c8c2 d7e8 c4c8 e8d7 c8c9 d7e8 c2c8 e8d7 c8c0 d7e8 c0f0 f1g1 c9c8 e8d7 c8c4 d7e8 c4f4 e1f1 f4e4 f1e1 b8e8 f8f7 h7g7
独钓寒江 【陈财运】.XQF,双马多兵,马多卒士象,3P3n1/4ak1P1/1P2b1PP1/4p1p2/4N2N1/9/9/5p3/4p1p2/5K3 w,1,47,g7g8 f8f9 g8g9 e7g9 h5g7 f9f8 g7e6 f8f9 e6g7 f9f8 h8g8 f8f9 g8g9 f9f8 g7e6 f8f7 e6d8 f7f8 e5g6 f8f7 g6e5 f7f8 d8e6 f8f7 h7g7 h9g7 e6g7 f7f8 g7e6 f8f7 e6d8 f7f8 e5g6 f8f7 g6h8 f7e7 d8c6 e7d7 b7c7 d7d8 c7c8 d8d9 c8d8 d9e9 g9f9 e8f9 h8f7
四渡赤水 【结尾一子未失修改二】.XQF,车马炮兵,双车双马双炮多卒士,N2a4r/5k3/4Rcn2/9/2P1p1p2/7c1/4C4/5p3/2r1pn3/5K3 w,2,47,e3f3 h4f4 e7f7 f8e8 f7f8 e8e7 a9c8 e7d7 c8b6 d7e7 b6d5 e7d7 f3d3 f4d4 f8f7 d7d8 d5c7 d4e4 c5d5 e4d4 d5e5 d4e4 e5d5 e4d4 c7e6 d8e8 d3e3 d4e4 e6g5 e8d8 g5e6 d8e8 e6g7 e4d4 f7f9 e8e7 g7e6 d4e4 e6c5 e4d4 d5e5 d4e4 e5e6 e7e8 e6e7 e8d8 e7d7|e3f3 g7f5 e7f7 f8e8 f7f8 e8e7 a9c8 e7d7 c8b6 d7e7 b6d5 e7d7 f3d3 h4d4 f8f7 d7d8 d5c7 d4e4 c5d5 e4d4 f7f8 d8d7 d5d6 d7e7 d6d7
雾里看花01 【王方权】.XQF,车马炮三兵双仕,双车马双炮多卒士象全,5an2/1N1kaP3/b7b/5P3/4p1P2/4C1p2/9/2RA1A3/3pc4/crp1K1pr1 w,1,47,c2c8 d8d9 c8c9 d9d8 b8c6 d8d7 c9c7 d7d8 c7b7 d8d9 c6b8 d9d8 b7d7 e8d7 e4d4 d7e8 d4d1 e8d7 d2e1 d7e8 b8d7 d8d7 e1d2 d7e7 f6e6 e7f7 d1f1 g4f4 f2e1 f4e4 g5f5 e4f4 f5e5 f4e4 e5f5 e4f4 f5g5 f4e4 e1f2 e4f4 e6f6 f7f8 f1f4 g9f7 f6f7 f8f7 g5f5
一炮闷宫.XQF,双车双马双炮兵,双车双马双炮多卒士象全,4nkb1N/r2na1P2/1N1a4b/9/2p6/2p3Cc1/1p7/1r1p1cR1R/1C2p4/5K3 w,2,49,g8f8 f9f8 i9h7 f8f9 g2f2 e8f7 g4f4 f7e8 h7f6 e8f7 f6h5 f7e8 h5g7 f9f8 g7f5 e8f7 f5h4 f7e8 h4f5 e8f7 f5d4 f7e8 f4c4 e8f7 d4e6 f8f9 e6g7 f9f8 c4f4 f7e8 g7f5 e8f7 f5h6 f7e8 h6f7 f8f7 b7d6 f7f8 d6f7 f8f7 f4b4 f7e7 f2e2 d2e2 i2e2 b2e2 b4b7 d8b7 b1b7|g8f8 f9f8 i9h7 f8f7 b7d6 f7e7 d6f5 e7f7 g4f4
勇于进取.XQF,双马双炮多兵,双车双马炮多卒士象,1rnk5/2P1aPN2/2P1b3n/2CP2cr1/9/4p4/3N5/3p2p1C/3pp4/5K3 w,1,49,c8d8 d9d8 d6d7 e8d7 c6d6 d7e8 c7d7 d8d7 d3c5 d7d8 i2d2 e4d4 c5d7 d8d7 g8f6 d7d8 f8e8 c9e8 d6g6 d4e4 f6d5 e4d4 d5c7 d4e4 g6d6 e4d4 d6e6 d4e4 c7d5 e4d4 d5f6 d4e4 e6d6 e4d4 d6h6 d4e4 f6d5 e4d4 d5c7 d4e4 h6d6 e4d4 d6f6 d4e4 f6f8 d8d7 c7d5 e4d4 d5f6
弈海征帆_43稳操胜卷.XQF,车双马炮双兵,车双马双炮双士象,2ba2nP1/4ak1PR/C8/8N/5cN2/9/8c/3n5/7r1/5K3 w,5,49,h8g8 f8f9 g8g9 f9e9 g9f9 e9f9 h9g9 f9e9 g9f9 e9f9 i6g7 f9e9 i8i9 f5f9 i9f9 e8f9 g5f7 e9e8 f7e5 e8d8 e5c6 d8d7 c6b8 d7e7 g7f9 e7e8 f9g7 e8e7 b8d9 e7d7 d9f8 d7e7 f8g6 e7d7 g6e5 d7d8 e5c6 d8d7 c6b8 d7e7 g7f9 e7e8 a7a8 e8e9 b8d7 e9d9 a8a9 c9e7 d7c9|h8g8 f8f9 g8g9 f9e9 g9f9 e9f9 h9g9 f9e9 g9f9 e9f9 i6g7 f9e9 i8i9 f5f9 i9f9 e8f9 g5f7 e9e8 f7e5 e8d8 e5c6 d8d7 c6b8 d7e7 g7f9 e7e8 f9g7 e8e7 b8d9 e7d7 d9f8 d7e7 f8g6 e7d7 g6e5 d7d8 e5c6 d8d9 c6b8 d9e9 a7a9 c9e7 b8d7 e9d9 d7c9|h8g8 f8f9 g8g9 f9e9 g9f9 e9f9 h9g9 f9e9 g9f9 e9f9 i6g7 f9e9 i8i9 f5f9 i9f9 e8f9 g5f7 e9e8 f7e5 e8d8 e5c6 d8d7 c6b8 d7e7 g7f9 e7e8 f9g7 e8e7 b8d9 e7d7 d9f8 d7d8 g7e6 d8e8 e6c7 e8e9 f8d7 e9e8 d7c9 e8d8 c7e6|h8g8 f8f9 g8g9 f9e9 g9f9 e9f9 h9g9 f9e9 g9f9 e9f9 i6g7 f9e9 i8i9 f5f9 i9f9 e8f9 g5f7 e9e8 f7d6 e8e7 d6c8 e7d7 c8b6 d7d8 g7f9 d8e8 f9g7 e8d8 g7e6 d8e8 e6c7 e8d8|h8g8 f8f9 h9g9 f9e9 g9f9 e8f9 g5f7 e9e8 f7d6 e8e7 d6c8 e7d7 c8b6 d7d8
弈海烟波_金鲤跃龙门.XQF,双车马双炮,双车炮三卒士象,6b2/4a4/3k5/4p4/6N2/9/8C/2Rc4r/2Rp1p2r/C3K4 w,7,49,c2c7 d7d8 c7c8 d8d9 c8c9 d9d8 c1c8 d8d7 c8c7 d7d8 c9c8 d8d9 c7d7 e8d7 c8c9 d9d8 g5e6 g9e7 i3d3 d7e8 e6d4 e8d7 d4c6 d8e8 c9c8 e8e9 d3e3 e9f9 c6e7 d7e8 c8c9 d2d9 c9d9 f9f8 e7g6 f8f7 d9d7 e8d7 a0a7 d7e8 e3e7 e8d7 e7e9 d7e8 g6h8 f7f8 a7a8 e8d7 e9e8|c2c7 d7d8 c7c8 d8d9 c8c9 d9d8 c1c8 d8d7 c8c7 d7d8 c9c8 d8d9 c7d7 e8d7 c8c9 d9d8 g5e6 g9e7 i3d3 d7e8 e6d4 e8d7 d4c6 d8e8 c9c8 e8e9 d3e3 e7c5 c6e7 d7e8 c8e8 e9d9 e8e9 d9d8 e7c6 d8d7 c6b8 d7d8 a0a8|c2c7 d7d8 c7c8 d8d9 c8c9 d9d8 c1c8 d8d7 c8c7 d7d8 c9c8 d8d9 c7d7 e8d7 c8c9 d9d8 g5e6 g9e7 i3d3 d7e8 e6d4 e8d7 d4c6 d8e8 c9c8 e8e9 d3e3 d7e8 c8e8 e9f9 e8e9 f9f8 e9f9 f8f9 c6d8 f9f8 a0a8|c2c7 d7d8 c7c8 d8d9 c8c9 d9d8 c1c8 d8d7 c8c7 d7d8 c9c8 d8d9 c7d7 e8d7 c8c9 d9d8 g5e6 g9e7 i3d3 d7e8 e6d4 e8d7 d4c6 d8e8 c9c8 e8e9 d3e3 e9d9 c6e7 d7e8 c8c9 d9d8 e7c6 d8d7 c9c7 d7d8 c7b7 d8d9 b7b9|c2c7 d7d8 c7c8 d8d9 c8c9 d9d8 c1c8 d8d7 c8c7 d7d8 c9c8 d8d9 c7d7 e8d7 c8c9 d9d8 g5e6 d8e8 i3e3 g9e7 e6g7 e8d8 g7f9|c2c7 d7d8 c7c8 d8d9 c8c9 d9d8 c1c8 d8d7 c8c7 d7d8 g5e6 g9e7 c9c8 d8d9 c7d7 d9e9|c1d1 i2e2 d1e1 f1e1 e0d0 e1d1
弈海烟波_马饮山泉.XQF,双马炮,炮双卒双士象,3ak4/2NNa4/4b4/9/9/9/9/9/2p1p4/3K3cC w,3,49,d8e6 e9f9 e6g7 f9f8 g7h9 f8f9 i0i9 e7g9 h9g7 f9f8 g7e6 f8f7 e6g5 f7f8 g5h7 f8f7 c8d6 f7e7 d6f5 e7f7 h7g9 f7f8 g9h7 f8f9 f5g7 f9e9 h7g9 e8f9 g9f7 e9e8 f7d8 e8e7 d8f9 e7f7 f9h8 f7e7 g7f5 e7e8 i9i8 e8e9 h8f7 e9f9 f5e7 d9e8 f7h8 f9e9 e7c8|d8e6 e9f9 e6g7 f9f8 g7h9 f8f9 i0i9 e7g9 h9g7 f9f8 g7e6 f8f7 e6g5 f7f8 g5h7 f8f7 c8d6 f7e7 d6f5 e7f7 h7g9 f7f8 g9h7 f8f9 f5g7 f9e9 h7g9 e8f9 g9f7 e9e8 f7d8 e8e7 d8f9 e7f7 f9h8 f7e7 g7f5 e7e8 i9i8 e8e9 h8f7 e9e8 f5d6 e8e7 i8i7 h0h7 f7g9 h7h6 g9h7|d8e6 e9f9 e6g7 f9f8 g7h9 f8f9 i0i9 e7g9 h9g7 f9f8 g7e6 f8f7 e6g5 f7f8 g5h7 f8f7 c8d6 f7e7 d6f5 e7f7 h7g9 f7f8 g9h7 f8f9 f5g7 f9e9 h7g9 e8f9 g9f7 e9e8 f7d8 e8f8 d8e6 f8f7 i9i7 h0h7 g7f5 h7h9 f5h6 f7e7 e6g7 h9h7 h6f5 e7f7 f5d6 f7e7 g7f9
现代排局_006鲤跃龙门.XQF,车马双炮双兵,车双马三卒双象,1PP2kb2/9/4b4/6N2/4p4/3C5/1R1n2n2/1Cr6/4p3p/3K5 w,1,49,g6h8 f9e9 h8f7 e9f9 d4f4 g3f5 f7h8 f9e9 c9d9 e9d9 b3d3 d9e9 h8f7 e9f9 f7e5 f9e9 e5f7 e9f9 f7h8 f9e9 f4e4 e7g5 h8f7 e9f9 f7d8 f9e9 d8e6 f5e7 d3d9 e9e8 d9d8 e8e9 e6g7 e7d5 d8e8 e9d9 e4d4 d5f4 b9c9 c2c9 b2d2 f4d3 d4h4 d3f2 h4h9 g9e7 g7f9 e7g9 f9d8
现代排局_19 比翼双飞.XQF,双车双马双炮双兵,车马双炮三卒士象,N2a2nP1/3k3c1/8R/9/2P3bR1/6N2/9/3p3cC/2p1p1C1r/3K5 w,2,49,h5h8 d9e8 i7d7 d8d7 g4e5 d7d8 e5c6 d8d9 c6b8 d9e9 a9c8 e9d9 c8e7 d9e9 e7g8 e9f9 h9g9 f9f8 g8f6 f8f7 h8h7 f7f8 f6d7 e8d7 b8d9 f8e8 h7h8 e8e9 g9f9 e9d9 i2d2 d7e8 c5d5 e8d7 d5e5 d7e8 f9e9 d9e9 h8h9 e8f9 d2e2 g5e7 g1g9 f9e8 g9g3 e8f9 e5f5 e7g9 g3e3|h5h8 d9e8 i7d7 d8d7 g4e5 d7d8 e5c6 d8d7 c6b8 d7e7 a9c8 e7d7 c8d6 d7e7 h8e8 g9e8 b8d9 e7d7 i2d2
现代排局_20 春燕双飞.XQF,双马炮兵,双车双马双炮卒,2r6/4k2rc/9/4N2N1/8n/4Pc3/4C4/5n3/4p4/3K5 w,4,49,e6g7 e8f8 e3f3 f4g4 h6f5 g4f4 f5d6 f4g4 g7f5 g4f4 f5h6 f4g4 h6f7 g4f4 f7h8 f4g4 h8f7 g4f4 f7h6 f4g4 h6f5 g4f4 f5g7 f4g4 d6f7 f8e8 f7g9 e8f8 g7f5 g4f4 f5d6 f4g4 d6f7 g4f4 f7e5 f4g4 e5d7 f8f9 g9f7 i8f8 f7h8 f8g8 d7f6 f9e9 f6g8 e9e8 g8f6 e8e9 f3e3|e6g7 e8f8 e3f3 f4g4 h6f5 g4f4 f5d6 f4g4 g7f5 g4f4 f5h6 f4g4 h6f7 g4f4 f7h8 f4g4 h8f7 g4f4 f7h6 f4g4 h6f5 g4f4 f5g7 f4g4 d6f7 f8e8 f7g9 e8f8 g7f5 g4f4 f5d6 f4g4 d6f7 g4f4 f7e5 f4g4 e5d7 f8f9 g9f7 i8f8 f7h8 f8g8 d7f6 g4f4 f6g8 f4g4 g8f6 f9e9 f3e3|e6g7 e8f8 e3f3 f4g4 h6f5 g4f4 f5d6 f4g4 g7f5 g4f4 f5h6 f4g4 h6f7 g4f4 f7h8 f4g4 h8f7 g4f4 f7h6 f4g4 h6f5 g4f4 f5g7 f4g4 d6f7 f8e8 f7g9 e8e9 f3e3 i8e8 g9f7|e6g7 e8f8 e3f3 f4g4 h6f5 g4f4 f5d6 f4g4 g7f5 g4f4 f5h6 f4g4 h6f7 g4f4 f7h8 f4g4 h8f7 g4f4 f7h6 f4g4 h6f5 g4f4 f5g7 f4g4 d6f7 f8f7 g7f5 g4f4 f5h6 f7e7 f3e3
苍龙日暮犹行雨.XQF,车马多兵双相,双车双马双炮多卒士象全,2bar3P/4nk3/1N1ab2r1/2pR2n2/2P2P3/p1B6/P7p/4B1p1p/9/1c3K2c w,4,49,d6f6 h7f7 f6f7 f8f7 f5f6 f7f8 f6f7 f8f9 f7f8 g6f8 i9h9 i0g0 e2g0 b0g0 b7d8 c6c5 c4e2 g0g1 a3a4 i2h2 a4a5 h2h1 a5b5 h1h0 b5b6 h0g0 f0f1 i3h3 b6c6 c5c4 e2c4 g0h0 c6d6 g2f2 f1f2 h3g3 f2f1 g3g2 d6d7 e7c5 d7e7 c5e7 d8e6 g2f2 f1f2 e7g5 e6g7 g1g7 h9g9|d6f6 h7f7 f6f7 f8f7 f5f6 f7f8 f6f7 f8f9 f7f8 g6f8 i9h9 i0g0 e2g0 b0g0 b7d8 c6c5 c4e2 g0g1 a3a4 i2h2 a4a5 h2h1 a5b5 h1h0 b5b6 h0g0 e2g0 c5c4 b6c6 c4d4 c6d6 d4e4 d6d7 e4f4|d6f6 h7f7 f6f7 f8f7 f5f6 f7f8 f6f7 f8f9 f7f8 g6f8 i9h9 i0g0 e2g0 b0g0 b7d8 a4a3 c5c6|d6f6 h7f7 f6f7 f8f7 f5f6 f7f8 f6f7 f8f9 f7f8 g6f8 i9h9 i0g0 e2g0 b0g0 c4e2 e8c7 e2g0 e9e8
蝶舞鱼跃.XQF,双车双马双炮,双车双炮多卒士双象,2c6/1C2aN2C/3kb4/R2N3r1/2b6/3r5/6pc1/9/3pp4/1R3K2p w,9,49,b0b7 d7d8 d6c8 d8d9 b7d7 d4d7 a6h6 d7d5 b8b9 d9d8 f8g6 e8f7 b9b8 d8d9 g6e7 c5e7 c8e7 d9e9 e7c8 e9d9 b8b9 d9d8 h6h8 d8d7 c8e9 d7e7 e9g8 e7d7 g8f6 d7e7 f6d5 e7d7 i8i4 h3h4 h8h4 c9c0 h4c4 d7d8 i4d4 d8e8 c4c8 e8e9 c8c9 e9e8 d5c7 e8f8 c7e6 f8e8 d4e4|b0b7 d7d8 d6c8 d8d9 b7d7 d4d7 a6h6 d7d5 b8b9 d9d8 f8g6 e8f7 b9b8 d8d9 g6e7 c5e7 c8e7 d9e9 e7c8 e9d9 b8b9 d9d8 h6h8 d8d7 c8e9 d7e7 e9g8 e7d7 g8f6 d7e7 f6d5 e7d7 i8i4 h3h4 h8h4 i0h0 h4h0 d7d8 i4d4 d8e8 h0h8|b0b7 d7d8 d6c8 d8d9 b7d7 d4d7 a6h6 d7d5 b8b9 d9d8 f8g6 e8f7 b9b8 d8d9 g6e7 c5e7 c8e7 d9e9 e7c8 e9d9 b8b9 d9d8 h6h8 f7e8 h8h5 e8d7 h5d5 c9f9 b9b8 d8d9 d5d7|b0b7 d7d8 d6c8 d8d9 b7d7 d4d7 a6h6 d7d5 b8b9 d9d8 f8g6 e8f7 b9b8 d8d9 g6e7 c5e7 c8e7 d9e9 e7c8 d5d8 b8b9 e9e8 h6e6 e8f8 i8d8 c9d9 e6e9 g3g2 b9b6 g2g1 b6f6|b0b7 d7d8 d6c8 d8d9 b7d7 d4d7 a6h6 d7d5 b8b9 d9d8 f8g6 e8f7 b9b8 d8d9 g6e7 c5e7 c8e7 d9e9 e7c8 e9f9 b8b9 d5d9 h6h9 f9f8 h9d9|b0b7 d7d8 d6c8 d8d9 b7d7 d4d7 a6h6 d7d5 b8b9 d9d8 f8g6 e8f9 b9b8 d8d9 i8i9 f9e8 h6h9 e7g9 h9g9 e8f9 g9f9|b0b7 d7d8 d6c8 d8d9 b7d7 d4d7 a6h6 d7d5 b8b9 d9d8 f8g6 e8f9 b9b8 d8d9 i8i9 e7g9 g6f8|b0b7 d7d8 d6c8 d8d9 b7d7 d4d7 a6h6 d7d4 b8b9 d9d8 f8g6 e8f7 h6h8 f7e8 h8e8 d8e8 g6h8|b0b7 d7d8 d6c8 d8d9 b7d7 d4d7 a6h6 e7g5 b8b9 d9d8 f8e6
行云流水.XQF,车双马双炮双兵,双车马双炮多卒双士象,3a2c2/3kan3/4P3b/C3Nr3/C2P1c3/4p1p1N/9/6R2/2p1p3r/3K1p3 w,4,49,e7d7 d8d7 d5d6 d7e7 d6d7 e8d7 a6a7 d7e8 a5e5 e7f7 e6c7 e8d7 c7d9 d7e8 e5e7 e8d7 e7e1 d7e8 d9e7 e8d7 i4h6 f6h6 e7f5 d7e8 f5e7 e8d7 g2f2 g4f4 f2f4 e4f4 e7d5 d7e8 e1e7 e8d7 e7e2 d7e8 e2f2 h6f6 d5c7 e8d7 c7b5 d7e8 b5d6 f7e7 d6b7 e8d7 b7c9 d7e8 c9d7|e7d7 d8d7 d5d6 d7e7 d6d7 e8d7 a6a7 d7e8 a5e5 e7f7 e6c7 e8d7 c7d9 d7e8 e5e7 e8d7 e7e1 d7e8 d9e7 e8d7 i4h6 f6h6 e7f5 d7e8 f5e7 e8d7 g2f2 g4f4 f2f4 e4f4 e7d5 d7e8 e1e7 e8d7 e7e2 d7e8 e2f2 f4e4 d5f6 e4f4 f6d7|e7d7 d8d7 d5d6 d7e7 d6d7 e8d7 a6a7 d7e8 a5e5 e7f7 e6c7 e8d7 c7d9 d7e8 e5e7 e8d7 e7e1 d7e8 d9e7 e8d7 i4h6 f6h6 e7f5 d7e8 f5h6 g9g6 g2f2 g4f4|e7d7 d8d7 d5d6 d7e7 d6d7 e8d7 a6a7 d7e8 a5e5 e7f7 e6c7 e8d7 c7d9 d7e8 e5e7 e8d7 e7e1 d7e8 d9e7 e8d7 i4h6 g9g6 e7f9 d7e8 f9h8
赏月品桃.XQF,车双马双炮多兵仕相,双车双马双炮多卒象,9/4k4/3Pb4/2pPPP3/RCCP1N3/2rcp4/1n1Ncp3/1p3A3/2p1K4/2Brn4 w,5,49,e6e7 e3e7 d7e7 e8d8 d6d7 d4d7 e7d7 d8e8 a5a8 e8e9 a8a9 e9e8 d7e7 e8d8 e7e8 d8e8 f5d6 e8d8 d6f7 d8e8 a9a8 e8e7 f6e6 e7f7 e6f6 f7e7 f6f7 e7f7 d3e5 f7e7 e5g6 e7d7 g6f8 d7e7 f8d9 e7d7 d9b8 d7e7 b8c6 e7f7 c6d8 f7e7 a8a7 e7e8 b5b8 e8d8 c5c8 d8d9 a7a9|e6e7 e3e7 d7e7 e8d8 d6d7 d4d7 e7d7 d8d7 d3e5 d7e7 f6f7 e7e8 f7e7 e8d8 e7d7 d8e8 f5g7 e8f8 a5a8|e6e7 e3e7 d7e7 e8d8 d6d7 d4d7 e7d7 d8d7 d3e5 d7d8 e5f7 d8e8 a5a8 e8e7 f6e6|e6e7 e3e7 d7e7 e8e7 f6e6 e7e8 e6e7 e8f8 a5a8 f8f9 f5g7 f9e9 a8a9|e6e7 e3e7 d7e7 e8f8 a5a8 f8f9 a8a9 f9f8 f6f7
跃马横枪.XQF,车双马双炮双兵,双车双马炮多卒象,1P2krb2/2Rn3P1/c1Cn5/7N1/2p2r3/N8/9/5p3/4p1p2/C4K3 w,1,49,c8c9 e9e8 c7c8 e8e7 c9e9 f9e9 h6f5 e7f7 f5h6 f7e7 h6g8 e7f7 g8e9 f7e7 e9g8 e7f7 g8h6 f7e7 h6f5 e7f7 f5d6 f7e7 a0a7 d7b6 d6f5 e7f7 f5h6 f7e7 h6g8 e7f7 g8e9 f7e7 e9d7 e7d7 a4b6 d7e7 b6d5 e7f7 d5c7 g9e7 c7e8 e7g9 e8d6 d8e6 c8c7 f7f8 h8g8 f8f9 a7a9
陶情弈趣_014千里走单骑.XQF,车马炮双兵相,双车双马双炮多卒双士象,9/2P6/3akan1c/C2N2p2/3r2bc1/2P3B2/5R3/3p1p3/2p1p4/3K1n1r1 w,1,49,f3e3 d5e5 d6f5 e7e8 e3e5 e8f8 a6f6 f7e8 f6f2 e8f7 f5e3 f7e8 e5f5 e8f7 f5g5 f7e8 g5f5 e8f7 f5h5 f7e8 e3f5 e8f7 f5d4 f7e8 d4f3 e8f7 f3d2 f7e8 d2f3 e8f7 f3d4 f7e8 h5f5 e8f7 f5e5 f7e8 d4f5 e8f7 f5e7 f7e8 e5f5 e8f7 f5f7 f8e8 c8d8 e8e9 f7f9 g7f9 e7g8
马炮巧胜.XQF,马炮兵仕相,车三卒士象全,2bak4/5PN2/5a2b/9/9/9/2p1r2Cp/9/p8/3A1KB2 w,3,49,f8e8 e9f9 e8e9 e3e9 h3f3 f7e8 g8f6 e8f7 f6h7 f7e8 d0e1 c3d3 h7f6 e8f7 f6d5 f7e8 d5f4 e8f7 f4d3 f7e8 d3f4 e8f7 f4d5 f7e8 d5f6 e8f7 f6h7 f7e8 f0e0 i3h3 h7f6 e8f7 f6h5 f7e8 h5f4 e8f7 f4h3 f7e8 h3f4 e8f7 f4g6 f7e8 f3f0 i7g5 g6h8 f9f8 h8f7 f8f7 e1f2|f8e8 e9f9 e8e9 e3e9 h3f3 f7e8 g8f6 e8f7 f6h7 f7e8 d0e1 c3d3 h7f6 e8f7 f6d5 f7e8 d5f4 e8f7 f4d3 f7e8 d3f4 e8f7 f4g6 f7e8 f0e0 i7g5 f3f0 e8d7 g6h8 f9f8|f8e8 e9f9 e8e9 e3e9 h3f3 f7e8 g8f6 e8f7 f6h7 f7e8 d0e1 c3c2 f0e0 c2d2 f3f0 d2d1 h7f6 e8f7 f6d5 f7e8 d5f4 e8f7 f4g6 f7e8 g6h8 f9f8 h8f7 f8f7 e1f2
鲤跃龙门.XQF,车马双炮双兵,双车双马双卒双象,1PP2kb2/9/4b4/6N2/4p4/3C5/1R1n2n2/1Cr6/4p3r/3K5 w,2,49,g6h8 f9e9 h8f7 e9f9 d4f4 g3f5 f7h8 f9e9 c9d9 e9d9 b3d3 d9e9 h8f7 e9f9 f7e5 f9e9 e5f7 e9f9 f7h8 f9e9 f4e4 e7g5 h8f7 e9f9 f7d8 f9e9 d8e6 f5e7 d3d9 e9e8 d9d8 e8e9 e6g7 e7d5 d8e8 e9d9 e4d4 d5f4 b9c9 c2c9 b2d2 f4d3 d4h4 d3f2 h4h9 g9e7 g7f9 e7g9 f9d8|g6h8 f9e9 h8f7 e9f9 d4f4 d3f4 f7h8 f9e9 c9d9 e9e8 b3b8 c2c8 b8c8
劈波斩浪 【王方权】.XQF,双车双马双炮,双车双马双炮三卒士象全,2ba1a3/1R4N2/5k3/2p3p2/1n3Cb1r/2R2N3/2c6/C5n2/3p1c1r1/4K4 w,1,49,f5f1 h1f1 b8f8 f7f8 f4g6 f8f7 g8e9 f9e8 g6h8 f7f8 a2a8 e8f7 e9d7 g5e7 d7b8 f7e8 b8c6 e8d7 c6d8 d9e8 d8b7 e8d9 c4c8 d7e8 c8c3 e8d7 c3c8 d7e8 c8c9 e8d7 c9c8 d7e8 c8c5 e8d7 h8g6 f8e8 c5c8 e8e9 a8a9 d9e8 c8c9 e8d9 c9c2 d9e8 b7c9 e8d9 c9d7 e9e8 c2c8
湖光蝶影 【蒋晓春】.XQF,双马多兵,马三卒,4n4/1P2N1P2/1P1k5/2p2PN2/4P4/9/9/9/4p1p2/5K3 w,1,49,b7c7 d7d8 c7d7 d8d7 e8c9 d7d8 c9b7 d8d7 g6f8 d7e7 f6e6 e7e8 e6e7 e8e7 e5e6 e7e8 e6e7 e8e7 f8g6 e7d7 g6e5 d7e7 e5c6 e7d7 c6e5 d7e7 e5g6 e7d7 b7c5 d7d8 c5e6 d8d7 g6f8 d7e7 f8d9 e7d7 e6f8 d7d8 b8c8 d8e8 d9c7 e8e7 f8g6 e7d7 g6e5 d7e7 c7d5 e7e8 g8f8
鸾歌凤舞03 【陈财运】.XQF,双马多兵,马炮三卒,9/NPP6/5k3/2p1P4/4PP3/2Nn5/9/9/4p1p2/2c2K3 w,1,49,f5f6 f7f8 f6f7 f8f9 f7f8 f9e9 f8f9 e9d9 c8c9 d9d8 b8c8 d8d7 e6d6 d7e7 e5e6 d4e6 d6e6 e7d7 e6d6 d7e7 d6d7 e7d7 c4e5 d7e7 e5c6 e7d7 c6e5 d7e7 e5g6 e7d7 a8b6 c0c6 g6e5 d7e7 e5c6 e7d7 c6b8 d7e7 b6d5 e7d7 c8d8 d7d8 b8c6 d8e8 d5c7 e8d8 c7e6 d8e8 e6g7
