name,type_red,type_black,fen,branchs,steps,moves 
亮剑03 【王方权】.XQF,双马多兵,炮双卒象,2P1k1b2/3P3P1/4Pc2N/2P6/1N7/9/9/9/2p1p4/3K5 w,1,35,d8e8 e9f9 e8f8 f9f8 h8g8 f8f9 g8g9 f9f8 e7f7 f8f7 b5d6 f7e7 i7g8 e7d7 c6c7 d7d8 c7c8 d8d7 g8e9 d7e7 d6f5 e7e8 c8d8 e8f8 e9d7 f8f7 f5h6 f7e7 h6g8 e7f7 d7e5 f7f8 e5g6 f8f7 g8e9
《环球同乐》 【蒋晓春】.XQF,双车双马双炮多兵仕相全,双车双马双炮多卒士象全,1PbaCaPr1/N7R/b2k4P/C7P/p7p/R7N/P7n/B4K2c/p7r/1cBApApn1 w,4,35,a4d4 d7e7 i8e8 e7e8 a8c7 e8e7 c7d9 e7e8 d9c7 e8e7 c7d5 e7e8 d5f6 e8e9 d4e4 e9d9 b9c9 a7c9 e4d4 d9e9 f6d7 e9e8 d7c9 e8e9 a6a9 b0b9 c9d7 e9e8 d7f6 e8f8 d4d8 f9e8 d8e8 f8f7 i4g5|a4d4 d7e7 i8e8 e7e8 a8c7 e8e7 c7d9 e7e8 d9c7 e8e7 c7d5 e7e8 d5f6 e8e9 d4e4 c9e7 a6e6 e7c9 e6d6 c9e7 e4e7 f9e8 f6d7|a4d4 d7e7 i8e8 e7e8 a8c7 e8e7 c7d9 e7e8 d9c7 e8e7 c7d5 e7e8 d5f6 e8e9 d4e4 c9e7 a6e6 f9e8 f6g8 e9d9 e4d4 e8d7 d4d7|a4d4 d7e7 i8e8 e7e8 a8c7 e8e7 c7d9 e7e8 d9c7 e8e7 c7d5 e7e8 d5f6 e8f8 d4d8 f9e8 d8e8 f8f7 i4g5
一炮杀 【75140883 初拟 陈财运 改拟 王方权 修饰】.XQF,双车双马双炮多兵,双车双马双炮多卒双象,c1b2nbR1/C2k2PP1/1r4P2/rCR2Pp1c/N1p2P3/3N2n2/9/3p5/4p4/3K1p3 w,4,35,d4e6 g9e7 c6d6 b7d7 b6b8 a6a8 a5b7 d8e8 g8f8 e8f8 h8g8 f8e8 g8f8 e8f8 f6f7 f8e8 f7f8 e8f8 g7g8 f8e8 e6g7 f9g7 g8f8 e8f8 h9h8 f8f7 b7d8 d7d8 h8f8 d8f8 d6f6 g4f6 f5f6 i6f6 b8b7|d4e6 f9e7 c6c8 d8d7 e6c5|d4e6 b7e7 c6c8 d8d9 b6b9 c9a7 c8c9 d9d8 b9b8 d8d7 c9c7|d4e6 d8e8 g8f8 e8e7 g7f7 e7d7 c6d6
现代排局_劈山开路 图五着法.XQF,车马炮兵相,车双卒,9/3rk4/2RC5/1N7/9/9/4P4/9/1p2p4/3K2B2 b,23,36,e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9d9 h7d7 d9a9 c7c8 f8f7 c8c6 f7f8 d5e7 a9a8 d7d5 a8a3 e7g6 f8e8 c6e6 e8d8 e6d6 d8e8 d5c5 e8e9 g6h8 e9e8 d6e6 e8f8 h8g6 f8f9 g6e7 f9f8 e7d9 f8f9 c5c9|e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9d9 h7d7 d9a9 c7c8 f8f7 c8c6 f7f8 d5e7 a9a8 d7d5 a8a3 e7g6 f8e8 c6e6 e8d8 e6d6 d8e8 d5c5 e8e9 g6h8 a3a0 c5c0 e9e8 d6e6 e8f8 h8g6 f8f9 e6e8|e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9d9 h7d7 d9a9 c7c8 f8f7 c8c6 f7f8 d5e7 a9a8 d7d5 a8a3 e7g6 f8e8 c6e6 e8d8 e6d6 d8e8 d5c5 a3e3 c5e5 e8e9 g6e7 e3e5 e7g8|e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9d9 h7d7 d9a9 c7c8 f8f7 c8c6 f7f8 d5e7 a9a8 d7d5 a8a3 e7g6 f8e8 c6e6 e8d8 e6d6 d8e8 d5c5 a3a0 c5c0 e8e9 d6e6 e9f9 e6e8|e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9d9 h7d7 d9a9 c7c8 f8f7 c8c6 f7f8 d5e7 a9a8 d7d5 a8a9 d5e5 f8f7 c6c7 f7f8 e7g6 f8f9 g6h8|e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9d9 h7d7 d9a9 c7c8 f8f7 c8c6 f7f8 d5e7 a9a8 d7d5 f8e8 e7g8 e8d8 g8f6 d8d9 f6d7|e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9d9 h7d7 d9a9 c7c8 f8f7 c8c6 f7f8 d5e7 a9a8 d7d5 f8e8 e7g8 a8d8 g8f6 e8e9 c6c9 d8d9 c9d9 e9d9 f6d7|e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9d9 h7d7 d9a9 c7c8 f8f7 c8c6 f7f8 d5e7 a9a8 d7d5 f8e8 e7g8 e8f8 g8f6 a8a5 f6h7 f8e8 h7g9|e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9d9 h7d7 d9a9 c7c8 f8f7 c8c6 f7f8 d5e7 f8e8 e7g8 a9a8 g8f6 e8f8 d7d5 a8a5 f6h7 f8e8 h7g9|e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9d9 h7d7 d9a9 c7c8 f8f7 c8c6 f7f8 d5e7 f8e8 e7g8 e8f8 c6c8 f8f7 g8h6 f7e7 h6f5 e7f7 d7d4 a9d9 c8c9 d9d8 c9f9 d8f8 d4f4|e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9d9 h7d7 d9a9 c7c8 f8f9 d5e7 f9e9 d7d4 a9a6 d4e4 a6e6 c8f8|e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9a9 c7c8 f8f7 c8c4 f7f8 c4f4 f8e8 d5f6 e8f8 f6g8 f8e8 h7h8|e8f8 g0e2 d8d9 b6d5 d9h9 d7h7 h9a9 c7c8 f8f9 d5e7 f9e9 h7h6 a9a6 e7g8 e9f9 c8c9 f9f8 h6h8 f8f7 c9f9|e8f8 g0e2 d8d9 b6d5 d9g9 c7c8 f8f7 c8c4 f7f8 c4f4 f8e8 d5f6 e8e7 d7c7 g9c9 f4g4 e7f7 f6d7 c9c7 g4g7|e8f8 g0e2 d8d9 b6d5 d9g9 c7c8 f8f7 c8c4 f7f8 c4f4 f8e8 d5f6 e8e9 f4c4|e8f8 g0e2 d8d9 b6d5 b1c1 c7c1 d9d7 c1e1 d7d5 d0e0 d5f5 e0d0 f5f0 e1e0 f0f2 e0g0 f2e2 g0g8 f8f9 g8e8|e8f8 g0e2 f8f7 d7d6 f7f8 b6d7 d8d7 c7d7 b1c1 d6i6|e8f8 g0e2 f8f9 c7c9 f9f8 c9c8 d8c8 b6c8 b1c1 c8d6 f8f9 e3e4 f9e9 e4e5 e9d9 e5e6 d9d8 d6b7 d8d9 e6d6|e8f8 g0e2 f8f9 c7c9 f9f8 c9c8 d8c8 b6c8 b1c1 c8d6 f8e8 d7i7|e8f8 g0e2 f8e8 b6d5 d8d9 d5f6 e8f8 d7d5 d9d6 f6h7 f8e8 h7g9 e8e9 g9f7|e8f8 g0e2 f8e8 b6d5 d8a8 d5f6 e8f8 d7d5 a8a5 f6h7 f8e8 h7g9 e8d8 g9f7 d8e8 f7d6|e8f8 g0e2 f8e8 b6d5 b1c1 d5f6 e8f8 c7c1|e8f8 g0e2 f8e8 b6d5 e8e9 d5f6 e9f9 d7d5 d8d6 c7c9 f9f8 c9c6 d6d9 c6c7 d9d6 f6h7 f8e8 h7g9 e8e9 g9f7
世纪钟.XQF,车双马炮多兵相,双车双马双炮多卒双士象,9/4a4/2nkbaP2/2P1c1p2/2N1P1C2/2P1P1N2/2c1p1r2/2rpBKn2/1p2p2R1/9 w,5,37,c6c7 d7d8 c7c8 d8d9 h1h9 e7g9 h9g9 e8f9 g9f9 e6e9 c8c9 d9d8 c5b7 d8d7 f9f7 e9e7 f7e7 d7e7 e5e6 e7d7 e6d6 d7e7 d6d7 e7d7 g4e5 d7e7 g7f7 e7e8 b7d6 e8e9 e5d7 e9e8 d7b8 e8e9 c9d9 e9f9 f7f8|c6c7 d7d8 c7c8 d8d9 h1h9 e7g9 h9g9 e8f9 g9f9 e6e9 c8c9 d9d8 c5b7 d8d7 f9f7 e9e7 f7e7 d7e7 e5e6 e7d7 e6d6 d7e7 d6d7 e7e8 d7d8 e8e7 g7f7 e7d7 g4e5|c6c7 d7d8 c7c8 d8d9 h1h9 e7g9 h9g9 e8f9 g9f9 e6e9 c8c9 d9d8 c5b7 d8e8 b7d6 e8d8 d6f7 d8d7 f7e9 d7e7 e5e6 e7e8 g5e5 e8d8 f9f8|c6c7 d7d8 c7c8 d8d9 h1h9 e7g9 h9g9 e8f9 g9f9 e6e9 c8c9 d9d8 c5b7 d8e8 b7d6 e8d8 d6f7 d8e8 f9e9 e8f8 g5f5|c6c7 d7d8 c7c8 d8d9 h1h9 e7g9 h9g9 e8f9 g9f9 e6e9 c8c9 d9d8 c5b7 d8e8 b7d6 e8d8 d6f7 e9e7 f9d9 d8e8 f7g9
弈海征帆_16不拘一格.XQF,双车马炮双兵,双车双马双炮卒象,3cncP1N/9/3kb4/4P4/9/C5n2/7R1/4p4/1r4r2/4K2R1 w,2,37,h3d3 d9d3 e6d6 d7d8 h0h8 d8d9 a4d4 e9d7 d6d7 d9e9 g9f9 e9f9 h8h9 e7g9 h9g9 f9f8 i9h7 f8e8 d7e7 e8e7 g9e9 e7f7 h7g5 f7f8 g5e6 f8f7 e9f9 f7e7 d4e4 g4e5 f9e9 e7d7 e6f8 d7d8 e9e8 d8d9 e8c8|h3d3 d9d3 e6d6 d7d8 h0h8 d8d9 a4d4 e9d7 d6d7 d9e9 g9f9 e9f9 h8h9 f9f8 i9h7 f8e8 d4e4 e7c5 h9h8 e8e9 d7e7 e9d9 h7f8 d9d8 e7d7
弈海征帆_23雕弓射虎.XQF,车马炮双兵,双车双马双炮象,7P1/2P3N2/5k2b/9/7n1/9/2n4C1/3c1c3/1r5r1/4K1R2 w,7,37,g8e9 f7f8 g0g8 f8f9 h9g9 i7g9 g8g9 f9f8 e9d7 f8f7 d7e5 f7f8 e5g6 h5g7 g9g8 f8f9 g6e7 f9e9 g8g9 f2f9 h3e3 g7e6 g9f9 e9e8 c8d8 e8d8 e7c6 e6c7 f9f8 d8d9 c6e7 c7e8 f8f9 d9d8 e7c6 d8d7 f9f7|g8e9 f7f8 g0g8 f8f9 h9g9 i7g9 g8g9 f9f8 e9d7 f8f7 d7e5 f7f8 e5g6 h5g7 g9g8 f8f9 g6e7 f9e9 g8g9 e9e8 c8d8 e8f8 g9g8 f8f7 g8g7 f7f8 e7d9 d2d9 d8e8|g8e9 f7f8 g0g8 f8f9 h9g9 i7g9 g8g9 f9f8 e9d7 f8f7 d7e5 f7f8 e5g6 h5g7 g9g8 f8f9 g6e7 f9e9 h3e3 g7e6 g8g9 e9e8 e7g6 c3e4 c8d8 e8d8 g9g8 d8d7|g8e9 f7f8 g0g8 f8f9 h9g9 i7g9 g8g9 f9f8 e9d7 f8f7 d7e5 f7f8 e5g6 h5g7 g9g8 f8f9 g6e7 f9e9 h3e3 g7e6 g8g9 e9e8 c8d8 e8d8 e7c6 d8d7|g8e9 f7f8 g0g8 f8f9 h9g9 i7g9 g8g9 f9f8 e9d7 f8f7 d7e5 f7f8 e5g6 h5g7 g9g8 f8f9 g6e7 f9e9 h3e3 g7e6 g8g9 e9e8 e7c6 e8f8|g8e9 f7f8 g0g8 f8f9 h9g9 i7g9 g8g9 f9f8 e9d7 f8f7 d7e5 f7f8 e5g6 h5g7 g9g8 f8f9 g6e7 g7e8 g8g9 f9f8 e7g6 f8f7 g6h8 f7f8 g9g8|g8e9 f7f8 e9d7 f8f7 d7e5 f7e7 h3e3 c3e4 e5c6 e4d6
弈海烟波_三星伴明月.XQF,马炮兵,马双炮三卒象,c3k1b2/5P3/N8/p8/6C2/9/9/c3pp3/4n4/4K4 w,1,37,a7c8 e9d9 c8e7 d9d8 e7c6 d8d7 c6e5 d7d8 e5f7 d8d9 g5i5 d9e9 f7h8 e9d9 i5i9 d9d8 h8f7 d8d7 f7e5 d7d8 i9i8 d8d9 e5f7 d9e9 f7h8 e9d9 f8e8 g9e7 e8d8 d9e9 h8f7 e9f9 d8e8 a9a8 e8e9 f9f8 f7h8
弈海烟波_大器晚成.XQF,双车双马炮兵,双车双马双炮卒,9/9/4k4/4c4/2CPpRN2/4N4/4c4/3K1R3/1rr3nn1/9 w,2,37,f5f7 e7e8 f7f8 e8e9 f8f9 e9e8 f2f8 e8e7 f8f7 e7e8 f9f8 e8e9 f7e7 e9d9 f8f9 d9d8 e7d7 d8e8 d7d8 e8d8 g5e6 d8e8 e6c7 e8e7 f9e9 e7f7 e4g5 f7f8 c7e6 e3e6 g5e6 f8f7 e9f9 f7e7 c5e5 e7d7 d5d6|f5f7 e7e8 f7f8 e8e9 f8f9 e9e8 f2f8 e8e7 f8f7 e7e8 f9f8 e8e9 f7e7 e9d9 f8f9 d9d8 e7d7 d8d7 d5d6 d7d8 d6d7 d8e8 d7d8 e8e7 f9f7
弈海烟波_清风明月夜.XQF,双炮双兵相,双车马双卒象,6b2/4P4/Crr2k3/7P1/9/6p1C/9/n8/3p5/4K1B2 w,1,37,h6g6 c7e7 g0e2 e7c7 e2g4 c7e7 g4e2 e7c7 e2g0 c7e7 i4e4 e7c7 g6f6 f7e7 f6e6 e7f7 e4b4 c7e7 g0e2 e7c7 e2c4 c7e7 a7e7 b7e7 e6e7 g9e7 c4a2 e7c9 b4b9 c9e7 b9d9 e7c9 e8d8 d1c1 e0e1 f7f8 d9i9
弈海烟波_白日依山尽.XQF,双车马双炮,双车马三卒双象,2b2kb2/4n4/8R/1rr1p3N/5C1RC/9/9/4p4/5p3/4K4 w,1,37,i7f7 f9e9 f7f9 e9f9 i6h8 f9e9 i5i9 g9e7 h8f7 e9d9 f7g9 d9d8 f5f8 d8d7 i9i7 e7g5 h5h7 c9e7 h7h6 e7c9 g9f7 c9e7 f7e5 e7c9 h6h7 c9e7 h7h9 e7c9 h9d9 d7e7 e5g6 e7f7 d9d7 c9e7 g6h8 f7f8 i7i8
弈海烟波_铁蹄渡黄河.XQF,马炮三兵,马多卒士象全,2b1k4/3P1P3/b2a1a2n/2p5C/4P4/9/7N1/9/1p2pp3/3K5 w,1,37,i6f6 f7e8 f6e6 e8f7 d8e8 e9d9 f8f9 i7g8 e6h6 c9e7 h6h9 e7g9 f9g9 g8e9 g9f9 f7e8 h9h4 e8f9 h4d4 d7e8 e5d5 e8d7 d5c5 d7e8 c5c6 e8f7 c6c7 d9d8 h3f4 a7c5 c7d7 d8e8 d4e4 e9c8 d7e7 e8e7 f4e6
气死王朗.XQF,马炮,车双卒双士,3kra3/4a4/9/9/9/9/9/1p5p1/3NK4/1C7 w,5,37,b0d0 e8d7 d1e3 d7e8 e1f1 d9d8 e3d5 e8d7 d5f4 d7e8 f4d3 e8d7 d3c5 d7e8 c5b7 d8d9 b7d6 e8d7 d6c4 d7e8 c4b2 d9d8 b2d3 e8d7 d3c5 d7e8 c5b7 d8d9 b7d6 e8d7 d6f5 d7e8 f5d4 e8d7 d4c6 d7e8 d0a0|b0d0 e8d7 d1e3 d7e8 e1f1 d9d8 e3d5 e8d7 d5f4 d7e8 f4d3 e8d7 d3c5 d7e8 c5b7 d8d9 b7d6 e8d7 d6c4 d7e8 c4b2 h2g2 b2d3 e8d7 d3c5 d7e8 c5d7|b0d0 e8d7 d1e3 d7e8 e1f1 d9d8 e3d5 e8d7 d5f4 d7e8 f4d3 e8d7 d3c5 d7e8 c5b7 d8d7 b7d6 d7e7 d6c8|b0d0 e8d7 d1e3 d7e8 e1f1 d9d8 e3d5 e8d7 d5f4 d8e8 f4e6|b0d0 e8d7 d1e3 d7e8 e1f1 h2g2 e3d5 e8d7 d5c7
现代排局_016三闯九宫.XQF,双车马双炮双兵,双车双马卒双象,5k3/3PP4/1Rn1b2n1/2R4N1/2b6/9/7C1/1r7/1r3p3/3CK4 w,4,37,c6f6 h7f6 h3f3 f6h7 h6f7 h7f6 e8e9 f9f8 f7h6 f6h5 h6f5 h5f4 f5e7 f4e6 e7g6 e6g7 g6f4 g7f5 f4h5 f5d4 h5f6 d4f5 f6h7 f5g7 d8e8 c7e8 d0d8 e8d6 b7f7 f8f7 h7g9 f7f8 g9e8 f8f7 e8d6 f7f8 d6f5|c6f6 h7f6 h3f3 f6h7 h6f7 h7f6 e8e9 f9f8 f7h6 f6h5 h6f5 h5f6 f5d6 f6d5 d8e8 c7e8 d6f5 d5f4 d0d8 f8f7 d8d7 f7f8 f5g7 f4g6 g7h9|c6f6 h7f6 h3f3 f6h7 h6f7 h7f6 e8e9 f9f8 f7h6 f6h5 h6f5 h5f6 f5d6 f6d5 d8e8 c7e8 d6f5 d5f4 d0d8 f8f7 d8d7 e7g5 f5e7|c6f6 h7f6 h3f3 f6h7 h6f7 h7f6 e8e9 f9f8 f7h6 f6h5 h6f5 h5f6 f5d6 f6d5 d8e8 c7e8 d6f5 d5f6 d0d8 f8f7 f5h6
现代排局_14 恰如其分.XQF,双马炮兵,双炮双卒双士象,1N1k1a3/4a4/4b2P1/9/9/CN2c1c2/9/5p3/4p4/5K3 w,4,37,a4a9 e7c9 b9c7 d9d8 c7e6 d8d7 e6c5 d7e7 b4c6 e7d7 c6a7 d7d8 c5b7 d8d7 b7c9 d7e7 a7c6 e7f7 h7g7 f7f8 a9a8 e8d9 c9d7 f8e8 c6b8 e8e7 a8a7 e7e8 d7f6 e8f8 g7g8 f8f7 b8d7 e4e7 d7e9 e7e8 f6d7|a4a9 e7c9 b9c7 d9d8 c7e6 d8d7 e6c5 d7e7 b4c6 e7d7 c6a7 d7d8 c5b7 d8d7 b7c9 d7e7 a7c6 e7f7 h7g7 f7f8 a9a8 e8d7 g7g8 f8f7 c6e5 f7e7 a8a7 d7e8 e5d7|a4a9 e7c9 b9c7 d9d8 c7e6 d8d7 e6c5 d7e7 b4c6 e7d7 c6a7 d7e7 a7c8 e7f7 h7g7 f7f8 c5e6 c9e7 g7g8 f8f7 a9a7 e7c5 e6g5|a4a9 e7c9 b9c7 d9d8 c7e6 d8d7 e6c5 d7e7 b4c6 e7f7 h7g7 f7f8 c5e6 c9e7 g7g8 f8f7 a9a7 e7c5 e6g5
现代排局_49 平湖秋月.XQF,车双炮三兵相,车双炮多卒士象,2P2a3/4R1C2/3k4b/cr7/3P2p1P/2p6/1C7/9/3p2ppc/2B1K4 w,2,37,e8e7 d7d8 e7e9 a6a9 b3d3 c4d4 e9e8 d8d7 d5d6 b6d6 e8e6 d6d5 e6e7 d7d8 d3h3 a9a0 c0a2 d1e1 e0e1 a0h0 h3f3 g1f1 e1e2 h0g0 g8h8 g0h0 i5h5 h1g1 h8g8 d5f5 e7e9 d4e4 e9e4 f5f7 e4d4 f7d7 f3f8|e8e7 d7d8 e7e9 a6a9 b3d3 c4d4 e9e8 d8d7 d5d6 b6d6 e8e6 d6d5 e6e7 d7d8 d3h3 a9a0 c0a2 d1e1 e0e1 a0h0 h3f3 g1f1 e1e2 h0g0 g8h8 g0h0 i5h5 d5f5 e7e9 d4e4 e9e4 h0h5 e4d4 f5d5 f3d3
马到成功.XQF,双车双马双炮多兵,双车双马双炮多卒士象全,2b2an2/3nrk3/c3Pa3/2PPpN1C1/2bP1P3/N3p4/1R5Cr/3pc4/2p1p4/R2K5 w,1,37,f6h7 g9h7 h6f6 h7f6 e7f7 f8f7 f5f6 f7f8 f6f7 f8f7 b3f3 e4f4 f3f4 f7e7 d6d7 e7d7 d5d6 d7e7 d6d7 e7d7 c6d6 d7e7 d6d7 e7d7 a4b6 d7e7 a0a7 c9a7 h3e3 i3e3 b6d5 e7d7 f4f7 e8e7 f7e7 c5e7 d5b6
亮剑02 【王方权】.XQF,双马多兵,双马双卒双士,1n1a5/3P3P1/3ak2P1/5N3/3PPN1n1/9/9/9/2p1p4/3K5 w,1,37,f6g8 e7f7 g8h6 f7f8 h8g8 f8f9 f5e7 d7e8 g8g9 f9f8 e7g6 f8f7 h7g7 f7f8 g7g8 f8f7 g6h8 f7e7 e5e6 e7d7 d5d6 d7d8 h6f7 e8f7 d6d7 d8e8 d7e7 e8e9 g9f9 e9f9 g8g9 f9f8 e7f7 f8e8 e6e7 e8e9 g9f9
亮剑04 【王方权】.XQF,双马多兵,马炮三卒象,1P4P2/1P7/nP1kb4/2PNp4/6N2/9/2c6/9/2p1p4/3K5 w,1,37,c6c7 d7d8 c7c8 d8d9 b9c9 e7c9 c8c9 d9d8 g5e6 d8d7 e6f8 d7e7 f8g6 e7d7 b7c7 d7d8 b8c8 a7c8 c7c8 d8d7 g6e5 d7e7 d6f5 e7e8 c8d8 e8f8 e5d7 f8f7 f5h6 f7e7 h6g8 e7f7 d7e5 f7f8 e5g6 f8f7 g8e9
《环球同乐》 【姚书连】.XQF,双车双马双炮多兵仕相全,双车双马双炮多卒士象全,1PbaRacN1/R7n/N2k4b/P7C/P7P/p7C/P7n/B4K2p/p7p/1rBApAcr1 w,8,37,a8d8 d7d8 a7c6 d8d7 e9d9 g9d9 h9f8 f9e8 c6e5 d7d8 f8e6 d8d7 e6g7 d7d8 i6i8 e8f7 e5f7 d8e8 f7g9 e8d8 g7e6 d8d7 e6f8 d7e7 f8g6 e7d7 g6e5 d7d8 g9f7 d8e8 i4e4 e8f8 e5g6 f8e8 f7h8 e8e9 g6e7|a8d8 d7d8 a7c6 d8d7 e9d9 g9d9 h9f8 f9e8 c6e5 d7d8 f8e6 d8d7 e6g7 d7d8 i6i8 e8f7 e5f7 d8e8 f7g9 e8e9 i8i9 h0h9 g9f7 e9e8 f7d6 e8e7 g7f5 e7d7 i4d4|a8d8 d7d8 a7c6 d8d7 e9d9 g9d9 h9f8 f9e8 c6e5 d7d8 f8e6 d8d7 e6g7 d7d8 i6i8 e8f7 e5f7 d8d7 f7e5 d7d8 g7e6 d8e8 e6f8 e8e9 f8d7 e9e8 d7f6 e8e9 f6g8|a8d8 d7d8 a7c6 d8d7 e9d9 g9d9 h9f8 f9e8 c6e5 d7d8 f8e6 d8d7 e6g7 d7d8 i6i8 e8f7 e5f7 d8d7 f7e5 d7d8 g7e6 d8e8 e6f8 h0h8 i4e4 c9e7 e5c6 e7c5 f8e6|a8d8 d7d8 a7c6 d8d7 e9d9 g9d9 h9f8 f9e8 c6e5 d7d8 f8e6 d8d7 e6g7 d7d8 i6i8 e8f9 g7e6 d8e8 e6f8 e8e9 f8d7 d9d8 i4e4 f9e8 e5g6 e8f7 g6e7 f7e8 e7g8 e9d9 b9c9|a8d8 d7d8 a7c6 d8d7 e9d9 g9d9 h9f8 f9e8 c6e5 d7d8 f8e6 d8d7 e6g7 d7d8 i6i8 e8f9 g7e6 d8e8 e6f8 e8e9 f8d7 d9d8 i4e4 f9e8 e5g6 e8d7 i8e8 e9e8 g6e5|a8d8 d7d8 a7c6 d8d7 e9d9 g9d9 h9f8 f9e8 c6e5 d7d8 f8e6 d8d7 e6g7 d7d8 i6i8 e8f9 g7e6 d8e8 e6f8 h0h8 i4e4 c9e7 e5c6 e7c5 f8e6|a8d8 d7d8 a7c6 d8d7 e9d9 g9d9 h9f8 f9e8 c6e5 d7d8 f8e6 d8d7 e6g7 d7d8 i6i8 h0h8 e5c6 d8d7 i4i7 h8h7 c6e5 d7e7 g7f5
《环球同乐》 【张季敏】.XQF,双车双马双炮多兵仕相全,双车双马双炮多卒士象全,1PRacaPr1/C7P/b2k4b/N7P/p7p/R7n/P7n/B4K2B/p7p/1pNAcACr1 w,3,37,c9d9 d7e7 a4e4 e9e4 g0e0 e4f4 d0e1 f4e4 e1d2 e4d4 c0e1 d4e4 e1c2 e4d4 d2e1 d4e4 e1d0 e4d4 c2e3 d4e4 e3c4 e4d4 d0e1 d4e4 d9e9 f9e8 e9e8 e7e8 a6c7 e8e7 c7d5 e7e8 c4d6 e8e7 d6c8 e7d7 d5b6|c9d9 d7e7 a4e4 e9e4 g0e0 e4f4 d0e1 f4e4 e1d2 e4d4 c0e1 d4e4 e1c2 e4d4 d2e1 d4e4 e1d0 e4d4 c2e3 d4e4 e3c4 e4d4 d0e1 d4e4 d9e9 f9e8 e9e8 e7e8 a6c7 e8d8 c7e6 d8d7 c4b6 d7e7 e0e4|c9d9 d7e7 a4e4 e9e4 g0e0 e4f4 d0e1 f4e4 e1d2 e4d4 c0e1 d4e4 e1c2 e4d4 d2e1 d4e4 e1d0 e4d4 c2e3 d4e4 e3c4 e4d4 d0e1 d4e4 d9e9 e7d7 c4e5 d7d8 e5c6 d8d7 e9d9
《环球同乐》 【邓永付】.XQF,双车双马双炮多兵仕相全,双车双马双炮多卒士象全,1CbaRaNr1/R7N/P2k4b/c7P/P7P/C7P/p7p/c4K2B/n7r/1pBApApn1 w,4,37,a8d8 d7d8 g9f7 d8d7 f7e5 a6e6 e9d9 d7e7 e5c6 e6d6 d9e9 f9e8 e9e8 e7e8 i8g7 e8e7 g7f5 e7d7 c6b8 d7d8 a4d4 d8e8 f5d6 e8e7 d6f5 e7e8 f5g7 e8e7 b8c6 e7d7 c6e5 d7d8 e5f7 d8d7 f7d6 d7e7 g7f5|a8d8 d7d8 g9f7 d8d7 f7e5 a6e6 e9d9 d7e7 e5c6 e6d6 d9e9 f9e8 e9e8 e7e8 i8g7 e8e7 g7f5 e7f7 c6d8 f7f8 b9b8|a8d8 d7d8 g9f7 d8d7 f7e5 a6e6 e9d9 d7e7 e5c6 e6d6 d9e9 f9e8 e9e8 e7e8 i8g7 e8e7 g7f5 e7e8 f5d6 e8e7 d6e4 e7e8 e4f6 e8f8 a4f4|a8d8 d7d8 e9d9 d8e8 i8g7 e8e7 g7f9 e7e8 d9d8
弈海征帆_19不周山下.XQF,车双马炮兵,双车马双炮卒,9/9/4k4/c8/C1N1P3R/2nc3N1/9/1r7/4p3r/5K3 w,4,38,e5e6 e7e8 e6e7 e8e9 c5d7 e9d9 a5d5 c4d6 d7b8 d9e9 d5e5 d6e8 b8d7 e9d9 e5d5 a6d6 d7b8 d9e9 e7e8 e9e8 i5e5 d6e6 e5e6 e8d8 b8d7 d8d7 e6d6 d7e7 h4f5 e7e8 d6e6 e8f8 e6f6 f8e8 f5d6 d4d6 f6e6|e5e6 e7e8 e6e7 e8e9 c5d7 e9d9 a5d5 c4d6 d7b8 d9e9 d5e5 d6e8 b8d7 e9d9 e5d5 a6d6 d7b8 d9e9 e7e8 e9e8 i5e5 d6e6 e5e6 e8d8 b8d7 d8d7 e6d6 d7e7 h4f5 e7f7 d6f6 f7e7 f6f8 e7d7 f5d6|e5e6 e7e8 e6e7 e8e9 c5d7 e9d9 a5d5 c4d6 d7b8 d9e9 d5e5 d6e8 b8d7 e9d9 e5d5 a6d6 d7b8 d9e9 e7e8 e9e8 i5e5 d6e6 e5e6 e8d8 b8c6 d8d9 c6e7 d9d8 e6d6 d8e8 d5e5 e8e7 h4f5 e7f7 d6f6 f7e7 f6f9 e7d7|e5e6 e7e8 e6e7 e8e9 e7e8 e9e8 i5e5 e8d8 c5e6 d8d7 e5d5 a6d6 d5d6 c4d6 a5d5 d6b7
