name,type_red,type_black,fen,branchs,steps,moves 
控制纵横 暴露钳杀(5).xqf,双车马双炮三兵双仕相,车双马双炮三卒士象全,2b1k1b2/4a4/3a2n2/p2Rp2Np/9/5RP2/4P3P/2n1BC3/3cA4/c1rCKA3 w,1,21,h6g8 e9d9 f4f9 d9d8 f2f8 e8f9 d6d7 d8e8 d7d8 e8e7 f8f1 e7f7 e1f2 g7f5 g8h6 f7e7 h6f5 e7f7 f5h6 f7e7 h6g8
控制纵横 暴露钳杀(7).xqf,车双马双炮三兵仕相全,车双马双炮三卒士象全,C3kab2/4aP3/N1C6/1rp1p4/2b5p/2PN1R3/cn2c1P2/4B1n2/4A4/3AK1B2 w,1,21,a7b9 e8d9 c7c9 d9e8 c9c5 e8d9 b9c7 d9e8 f8f9 e8f9 f4f9 e9f9 c7b9 f9f8 d4e6 f8e8 c5e5 g9e7 e6g7 e8f8 g7h9
斜照四断 同步钳杀(2).xqf,双车双马三兵仕相全,双车马炮三卒士象全,2bk1a3/4aP3/4b4/p1R5p/1N1Np1r2/2P6/Pr2nR3/4BA3/4A2c1/3K2B2 w,1,21,c6d6 d9e9 f8f9 e8f9 f3f9 e9f9 d6d9 f9f8 d9d8 f8f9 d5e7 f9e9 d8d9 e9e8 b5d6 e8e7 d6c8 e7e8 d9d8 e8e9 d8f8
斜照四断 同步钳杀(4).xqf,双车马炮三兵仕相全,车双马双炮三卒士象全,2baka3/n1R3P2/c3b4/1C1N4p/p3p4/2P3R2/P3c3r/4B4/4A2n1/2BAK4 w,1,21,c8e8 f9e8 d6c8 e9f9 g4f4 e8f7 b6f6 f7e8 f6a6 e8f7 g8g9 f9f8 a6a8 d9e8 c8a7 e8d7 a7c8 d7e8 f4f7 f8f7 c8d6
横线控制 纵线钳杀(1).xqf,车马双炮三兵仕相全,车双马双炮三卒士象全,2bak4/4a4/4bnR2/C1C5p/pn1PN4/8P/6P2/c2A5/1rp6/1cBAK1B2 w,1,21,e5f7 e8f7 c6e6 e7g5 e6e8 e9f9 e8d8 b5d6 a6i6 g5e7 i6e6 f9f8 e0f0 e7g5 g7g8 f8f9 g8g9 f9f8 g9e9 b1b8 e6f6
炮封二线 暴露横杀(2).xqf,双车马双炮双兵仕相全,双车双马炮三卒士象全,4kabn1/3Pa4/2n1b4/pR2p1N1p/9/1R4C2/P3c3r/4B2C1/4A1r2/2BA1K3 w,1,21,g4g9 e7g9 b6b9 e8d9 d8d9 c7d9 b9d9 e9d9 g6f8 d9e9 b4b9 e9e8 h2h8 g1g8 b9b8 e8e9 f8d7 g8d8 b8b9 e9e8 d7f8
炮封二线 暴露横杀(3).xqf,双车马双炮双兵仕相全,双车双马炮三卒双士象,3aka3/3R1n3/N3b4/C1p1p4/4c1p2/2P5r/P2n2r2/4B2C1/4A4/1RBA1K3 w,1,21,h2h9 f9e8 d8e8 e9e8 b0b8 e8e9 a7c8 e9e8 h9h8 f8h7 a6e6 e8d8 c8d6 d8d7 b8b7 d7d8 d6e8 h7f8 b7b8 d8d7 e8c9
第209局附录 单车仕相全守和车双卒.xqf,车仕相全,车双卒士象全,3k1ab2/9/4ba3/9/9/9/1R7/4B4/3p1pr2/3AKAB2 w,2,21,b3d3 d9e9 d3f3 f1f0 e0f0 g1g5 f3f4 g5b5 f4f1 b5d5 f1f4 d1d0 f0f1 d5d1 f1f2 d1g1 f4g4 g1h1 g4e4 f9e8 e2g4|b3d3 d9e9 d3f3 f1f0 f3f0 g1g5 g0i2 g5b5 f0f1 d1d0 e0f0 d0e0 f0e0 b5b0 e0e1 b0b1 e1e0
露将横阻 闷攻纵杀(3).xqf,双车双马双炮三兵仕相全,双车双马双炮三卒士象全,2bak4/1C2a3R/N3b1cr1/1N2n4/p4P1n1/2C1r4/P1P6/2c6/3pAp3/2B1KAB1R w,1,21,b6d7 g7d7 a7c8 e9f9 i8i9 e7g9 i9g9 f9f8 i0i8 f8f7 g9f9 e8f9 i8f8 e6f8 b8b7 c9e7 c8d6 e4e6 c4f4 h5f4 f5f6
马封中线两肋纵杀(4).xqf,车双马双炮双兵仕相全,车双马双炮三卒士象全,2bak4/4aR2n/3rb4/4pNN1p/p8/c1P1C1P2/4c4/4B3C/1n2A4/2B1KA3 w,1,21,f8f9 e9f9 g6h8 f9e9 f6g8 e9f9 g8e7 f9e9 e7g8 e9f9 g8h6 f9e9 h8f7 d7f7 h6f7 e9f9 i2f2 e3f3 e4f4 a4f4 f2f4
马封二线 底线横杀(4).xqf,双车双马双炮双兵仕相全,双车双马双炮多卒士象全,C2k1a3/R3a4/b1c1b1r2/2p2N1rp/p4R3/cnP1CN3/4P4/n2AB4/4Ap3/3K2B2 w,1,21,a8d8 d9d8 f5d5 c7d7 d5d7 e8d7 e4d4 d7e8 f4d5 e8d7 d5b4 d7e8 b4c6 d8d9 c6b8 d9e9 d4d9 e7c9 b8d7 e8d7 d9d8
78局-实战杀局欣赏.xqf,双车双马双炮三兵仕相全,双车双马双炮三卒士象全,3ak4/c3a4/n2cb1n2/4p1N1p/2pR2br1/1NP2r3/4P1R1P/2C1B1C2/4A4/2B1KA3 w,1,23,c2c5 e7c5 g2g5 a7c8 g5g7 h5d5 g6f4 a8a0 c0a2 d5f5 f4d3 c5a7 g7h7 e9f9 h7h2 c8d6 c4c5 a7c5 g3g9 f9f8 h2f2 f5h5 e3e4
实战杀局欣赏05.XQF,双车马炮多兵仕相全,双车双炮多卒士象全,2b1kab2/4a1c2/r1N6/p1pP1R2p/9/2P6/P4p2P/7C1/1r7/RcBAKAB2 w,1,23,h2h9 f3e3 d6d7 a7b7 f6e6 b1d1 a0b0 b7b0 e6e3 b0b8 e3f3 c9e7 d7e7 d1h1 e7e8 b8e8 c0e2 h1h9 f3b3 e8e2 g0e2 g8e8 d0e1
实战杀局欣赏08.XQF,车马双炮双兵仕双相,车马双炮卒士象全,2ba1k3/4a2R1/c3b1c2/C3P3p/3N5/3r5/8P/2n1B4/2C1A4/2B1K4 w,1,23,h8h9 f9f8 a6d6 a7a0 c0a2 d4d5 d6d8 e8f7 e6e7 g7g8 h9h8 d5g5 e1d2 c2a1 c1f1 g5f5 h8g8 f8f9 g8g9 f9f8 e0e1 a1c2 g9e9
实战杀局欣赏C2.XQF,双车马双炮双兵仕相全,双车双马炮三卒士象全,1R4b2/3ka4/4ba2n/p1p5p/3C2n2/6B2/P1PrN2rc/4C4/8R/3AKAB2 w,1,23,i1b1 i3e3 e2d2 d3d2 b1b8 d8d7 b8b7 d7d8 b9b8 d8d9 b7d7 d9e9 b8b9 e7c9 b9c9 e8d9 c9d9 e9e8 d7d8 e8e7 d9e9 f7e8 d8e8
封制两肋 中线纵杀(1).xqf,双车马双炮双兵仕相全,双车双马炮双卒士象全,4ka3/4a2C1/b3bc3/4p2N1/p7n/2R3P2/P2rr4/1C2B4/4A1n2/1R1A1KB2 w,1,23,h6g8 e9d9 b2d2 d3d2 b0b9 e7c9 c4c9 a7c9 b9c9 d9d8 g8e7 e8d9 c9c8 d8d7 c8c7 d7d8 e7f9 d8e8 c7e7 e8f8 e7f7 f8e8 f7e7
控制纵横 暴露钳杀(10).xqf,双车马双炮三兵仕相全,双车双马双炮双卒士象全,2bak3r/3Ra4/4b4/p5p2/5P1n1/1r2C2N1/P3Pn1c1/2R1B3C/4A4/2BAK3c w,1,23,d8e8 e9f9 e8e9 f9f8 c2c8 f8f7 f5f6 h5f6 e4f4 b4f4 c8f8 f7f8 h4g6 f8f7 e9f9 i9f9 g6h8 f7f8 i2i8 f6g8 h8g6 f8f7 g6e5
控制纵横 暴露钳杀(9).xqf,双车马炮三兵双仕相,双车马双炮三卒士象全,2baka1r1/3R5/1r1Nb4/p4Pp1R/2p6/4Pcn2/P8/8C/4A4/2BAK3c w,1,23,d8d9 e9e8 d9e9 e8f8 f6f7 f8f7 d7e5 f7f8 e5g6 f8f7 g6e5 f7f8 i6f6 g4f6 e5g6 f8f7 e9f9 h9f9 g6h8 f7f8 i2i8 f6g8 h8g6
炮封二线 底线横杀(4).xqf,双车马双炮双兵仕相全,双车双马双炮双卒士象全,2bak4/4anC2/4b4/4P1c1p/N2R2r2/3pn2R1/8P/C8/3r5/1cBAKAB2 w,1,23,d5d9 e9d9 h4h9 d9d8 a5b7 d8d7 e6d6 e4d6 h9d9 e8d9 g8g7 d6f7 b7c9 d7d8 c9b7 d8e8 g7g8 e8e9 a2a9 d9e8 b7c9 e8d9 c9d7
炮封二线 暴露横杀(4).xqf,双车马双炮多兵双仕相,双车双马炮双卒士象全,3a1kb2/C3a1R2/1Nn5b/8p/2p2Pn2/1R7/P3P3P/4C4/5r3/2BAKA1rc w,1,23,g8f8 f9e9 a8a9 c7b9 f8e8 e9f9 e8e9 f9f8 e9f9 f8f9 b7d8 f9f8 a9a8 d9e8 d8e6 f8f7 b4b7 e8d7 e6d8 b9d8 b7d7 g9e7 d7e7
第213局 徐天红先胜马仲威.xqf,车马兵仕相全,车士象全,4ka3/4aP3/b2r5/9/2bN1R3/9/9/4B4/4A4/2BA1K3 w,1,23,f8f9 e9d9 d5f6 d7f7 f5d5 e8d7 f0e0 d9d8 d5d6 d8e8 f9g9 a7c9 f6d7 c9e7 d6b6 e8d8 d7e5 f7f5 b6b8 d8d9 e5d7 f5d5 g9f9
第218局 蔡福如先胜杨官璘.xqf,车马双仕相,车双象,4k4/9/4b4/9/6b2/2R3N2/r8/4B4/4A4/4KA3 w,3,23,g4e5 a3a8 c4b4 e9e8 e5f7 e8f8 f7h8 f8e8 h8i6|g4e5 a3a8 c4b4 e9e8 e5f7 e8f8 f7h8 a8c8 h8i6 f8e8 b4d4 e8e9 e0d0 c8c9 i6g7 c9b9 d4d8|g4e5 a3a8 c4b4 e9e8 e5f7 a8a0 e1d0 e8d8 e2c0 a0a5 b4d4 d8e8 d4d9 a5f5 f7g9 e8f8 d9e9 f5f0 e0e1 f0h0 e9e8 f8f9 g9f7
第219局 靳玉砚先负林宏敏.xqf,车仕相全,车炮士象全,2ba1kb2/4a4/1c7/9/9/9/7R1/4B4/4Ar3/3AK1B2 b,2,23,f1f4 h3d3 b7b5 d3h3 c9e7 h3g3 g9i7 g3h3 e8d7 h3g3 e7g9 g3h3 b5b8 h3h8 b8b0 e2c0 b0b4 h8h2 b4e4 e1f2 e4e7 e0f0 f4c4|f1f4 h3d3 b7b5 d3h3 c9e7 h3g3 g9i7 g3h3 e8d7 h3g3 e7g9 g3h3 b5b8 h3g3 f4f1 g3h3 i7g5 h3g3 b8e8 g3e3 g9e7 e3h3 e8e2
马封中线两肋纵杀(10).xqf,双车马双炮双兵仕相全,双车马双炮三卒士象全,4kab2/4a4/4b4/pR2p1R1p/1N7/2C6/P1r5P/4B1Cn1/c3A1r2/2BA1K2c w,1,23,g2g9 e7g9 b6b9 e8d9 g6e6 f9e8 e6e8 e9e8 b5c7 e8e7 c7d9 e7e8 d9c7 e8e7 b9e9 e7d7 e9d9 d7e7 c7d5 e7e8 d5f6 e8f8 c4f4
马封中线两肋纵杀(12).xqf,双车马炮三兵仕相全,双车马双炮三卒士象全,1cb1kar2/4aR3/4b4/p3p2Np/7R1/5C3/P1r1P3P/n3B4/4A4/c3KAB2 w,1,23,f8f9 g9f9 h6g8 f9f8 h5h9 e8f9 h9f9 e9e8 f9f8 e8e9 f8d8 e9f9 g8e7 f9e9 e7g8 e9f9 g8f6 f9e9 f4e4 e9f9 d8f8 f9f8 e4f4
马封二线 暴露横杀(4).xqf,车双马双炮三兵仕相全,双车马炮双卒士象全,3ak1b2/4aN3/4b4/p3pN2C/9/2P6/P2rR2nP/4B3C/3rA4/c3KAB2 w,1,23,i6i9 g9i7 f8h9 i7g9 h9g7 g9i7 f6g8 e9f9 g8i7 f9e9 g7f9 e9f9 i7h9 e7g9 h9g7 f9f8 g7e6 f8f7 e6g5 f7f8 g5h7 f8f7 i9i7
第186局 黄少龙先负郭长顺.xqf,马仕,马卒士,3ak4/9/9/9/9/9/1N1n5/4p4/9/3AK4 w,6,24,b3d4 e9f9 d4f5 d3c1 e0f0 f9f8 f0f1 c1b3|e0f0 e2f2 b3d2 e9e8 d2f3 d3b4 f3d4 e8f8 d4e6 f8f9 e6f4 b4c2 f0e0 f2f1 f4g2 f9f8 g2f4 c2d4 f4d3 d4f3 d0e1 f1e1 d3e1 f8e8|e0f0 e2f2 b3d2 e9e8 d2f3 d3b4 f3d2 b4c2 d2e4 f2g2 f0e0 g2g1 d0e1 g1f1 e1d2 e8e9 d2e1 f1e1|e0f0 e2f2 b3d2 e9e8 d2f3 d3b4 d0e1 f2e2 e1d0 e8f8 f0e0 b4d3 d0e1 e2e1 f3e1 f8e8|e0f0 e2f2 d0e1 d3e1 f0e0 f2e2 b3d4 e1g2 d4e2 g2f4|e0f0 e2f2 b3d4 e9f9 d4f5 f2e2 f0f1 f9f8 f1f0 d3c1 f0f1 c1b3 f1f0 b3d4
67局-实战杀局欣赏.xqf,双车双马炮多兵仕相全,双车双马炮三卒士象全,3rkab2/4a4/b5c1n/p1p3p2/9/2P1P1P1C/P2n3rP/2N1B4/1R3N3/2BAKA2R b,2,25,c6c5 c4c5 g7c7 f1d2 c7c2 f0e1 i7h5 e4e5 a7c5 b1c1 c2b2 i0f0 h5g3 e2g0 g3h1 f0f6 d3f2 e1f2 h1f2 d2f1 b2b0 f6f2 h3e3 e0f0 e3e1|c6c5 c4c5 g7c7 c2b4 d3c1 e0e1 d9d0
80局-实战杀局欣赏.xqf,双车双马双炮多兵双仕相,双车双马双炮多卒士象全,rn2kab2/4a4/2c1bc3/pC2pN2p/2pR1n3/9/P1P1P3P/B1N1C1r2/4A4/1R2KA3 w,1,25,e2e6 g2c2 b0d0 b9a7 d5f5 f7f5 f6g8 f5f8 b6b7 c7c8 d0d7 c8d8 d7d8 a9d9 e6g6 g9i7 b7i7 c2h2 g8h6 f8d8 i7i9 e7g9 h6g8 d8g8 g6g9
控制纵横 暴露钳杀(8).xqf,双车双马双炮双兵仕相全,双车双马双炮三卒士象全,2bakan2/2R6/4b1P2/p2N4N/4r4/P8/R1C1c2pc/2n1B3C/1rp1A4/3K1AB2 w,1,25,c8e8 f9e8 d6c8 e9f9 c3c9 e7c9 i6h8 f9f8 g7g8 f8f7 g8g9 f7f8 h8g6 f8f7 g6e5 f7f8 e5g6 f8f7 c8d6 e3e6 a3f3 i3f3 g6h8 f7e7 d6c8
第119局 赵鑫鑫先胜柳大华.xqf,双马炮双兵仕相全,马双炮卒双士象,5ab2/4k2N1/5a3/2N6/2p1P4/9/P5cnc/4B4/1C2K4/3A1AB2 w,3,25,b1b8 g3c3 c6a7 e8d8 h8f7 d8d9 b8b3 c3a3 a7c6 g9e7 b3i3 a3i3 c6b8 d9d8 e5e6 h3g1 e1f1 i3i1 f1f2 i1i8 f7h8 d8e8 e6e7 e8e7 h8f9|b1b8 g3c3 c6a7 e8e9 h8f7 e9d9 a7b9 i3i1 e1f1 h3g1 f1f2 f9e8 b8a8 g9e7 a8a9 e7c9 b9c7|b1b8 i3i1 e1d1 g3g1 d1d2 h3f2 c6d8 e8e9 d8f7 e9e8 f7d6 e8d8 b8b3 f2e4 b3e3
第179局 申鹏先胜于幼华.xqf,车炮三兵仕相全,车炮三卒士象全,3k2b2/4a1P2/3ab4/p7p/2pPC4/5R3/P3r4/2c1B4/9/2BAKA3 w,1,25,e5h5 e3h3 h5h8 h3h6 f4d4 d9e9 d5d6 c5c4 d4d2 c2c3 d6d7 e8d7 d2d7 c3i3 d7d8 c4c3 d0e1 h6h3 e2g0 a6a5 d8e8 e9d9 e8f8 d9e9 g8g9
第201局 刘世镇先负杨官璘 （四）车兵（卒）类局例的疑问.xqf,车仕,车卒双士,3ak4/4a4/9/4R4/6r2/4p4/9/4K4/9/3A5 b,2,25,e4d4 e6e3 g5d5 d0e1 d4d3 e3e4 d5f5 e4e6 e9f9 e6e4 f5a5 e4f4 f9e9 e2f2 d3e3 f2f1 e3e2 e1f2 a5e5 f4f6 e5e7|e4d4 e6e3 g5d5 d0e1 d4d3 e3e4 d5f5 e4e6 e9f9 e6e4 f5a5 e1d0 a5a2 e2e1 d3d2 e4e6 a2a1 e1e0 a1f1 d0e1 d2d1 e6e2 d1e1 e2e1 f1f0
第211局 杨官璘先胜言穆江.xqf,车双兵仕,车士象全,2b1ka3/2P2P1R1/b4a3/4r4/9/9/9/3A5/9/5K3 w,1,25,d2e1 e6f6 f0e0 f6c6 e0f0 c6f6 f0e0 f7e8 c8d8 e8d7 f8f9 e9f9 h8h7 f6d6 h7f7 f9e9 f7f8 d6h6 e0f0 h6h9 f8f5 d7e8 f5e5 h9h8 e1d2
第29局 赵鑫鑫先胜孙勇征.xqf,双马炮三兵仕相全,双马炮双卒士象全,2b1k4/4a4/3abc3/6N1p/3N2n2/2PnP1BC1/p7P/4B4/9/3AKA3 w,1,25,d5f6 a3b3 d0e1 b3c3 e4e5 d4f3 h4h5 f3d4 f6d5 f7f3 e5f5 d4e2 f5g5 c3d3 g6e5 e2c1 e0d0 f3h3 g5g6 i6i5 g6g7 h3h4 d5b6 d3c3 b6c8
第52局 徐天红先胜宋国强.xqf,马炮兵仕相全,马炮卒士象,2b2k3/1c1Ca4/9/9/2N1P4/7p1/9/4B4/2n1A4/3K1AB2 w,2,25,e5e6 b8c8 c5b7 c9a7 e6e7 c1b3 b7d6 e8d7 e7d7 c8c9 d8d9 b3d4 d7e7 d4e6 e7e8 c9c5 d9e9 e6g5 d6f5 g5i6 e9d9 c5c6 f5d6 i6g7 d6f7|e5e6 b8c8 c5b7 c9a7 e6e7 c1b3 b7d6 e8d7 e7d7 c8c9 d8d9 b3d4 d7e7 d4e6 e7e8 c9c5 d9e9 e6g7 d6f7 c5i5 e9d9 i5i7 f7e9
车封二线 暴露横杀(1).xqf,双车马双炮三兵仕相全,双车双马炮三卒士双象,2bk1a3/5n3/3Pb4/R7p/2p6/C3p2N1/PR2c3P/1nr1B1C2/4A4/1rB1KA3 w,1,25,d7d8 d9e9 g2g9 f9e8 d8e8 e9e8 a6a8 e8e9 a8e8 e9e8 b3b8 e8e9 a4a9 f8d9 g9d9 e7g5 d9d8 e9e8 d8d3 e8e7 h4f5 e7d7 f5d6 e4d4 d6b7
露将横阻 闷攻纵杀(4).xqf,双车马双炮三兵仕相全,双车马双炮三卒士象全,2cakab2/1R7/4b4/p2P4N/2p1r1p2/1C3R3/2P5P/2n1B3C/2r1A3c/2B1KA3 w,1,25,f4f9 e9f9 i6h8 f9e9 h8f7 e9f9 i2f2 e5f5 f7h8 f9e9 b4e4 d9e8 b8e8 e9d9 e4d4 f5d5 e8d8 d9d8 d6d7 d8e8 d7d8 d5d8 d4e4 e8f8 h8f7
马封二线 底线横杀(1).xqf,双车马多兵仕相全,双车马炮多卒士象全,3k2b2/4a4/3cba3/p2PP1R1p/2p6/3N2R2/P5prP/4B1n2/3rA4/2BAK4 w,1,25,g6g9 e7g9 g4g9 d9d8 d6d7 e8d7 d4c6 d8e8 e6e7 e8f8 e7f7 f8e8 f7e7 e8f8 g9g8 f8f9 c6d8 d7e8 g8g9 f9f8 e7f7 f8f7 g9g7 f7f8 d8e6
01三次献车 攻杀紧凑.XQF,车双马炮双兵双仕相,双车马双卒象,4k1b2/5N3/4r4/p1R6/9/9/P1pr3nP/6NC1/4A4/2BAK4 b,1,27,d3g3 g2f0 g3g6 c6c9 e9e8 c9c8 e8e9 c8c9 e9e8 c9c8 e8e9 c0e2 e7e2 c8c9 e9e8 c9c8 e8e9 f8d7 e9d9 c8f8 e2h2 f8f9 d9d8 d7f8 d8e8 f8g6 h2f2
封阻底布 二线横杀(1).xqf,双车双马炮双兵仕相全,车双马炮三卒士象全,4ka3/4a4/4b4/p2N4p/2b3p2/1R2N4/Pn2cn2P/2R1B4/1r2A4/2BAKC3 w,1,27,b4b9 e7c9 b9c9 e8d9 d6c8 e9e8 e4d6 e8d8 d6b7 d8e8 c8d6 e8e9 d6f7 e9e8 c9c8 e8e7 c8c7 e7e8 f7d6 e8e9 d6c8 e9e8 c7e7 c5e7 c8d6 e8e9 d6f7
第205局 杨官璘先胜梁文斌.xqf,车兵仕相全,炮卒士象全,2b1ka3/4aP3/4b4/9/8p/6B1c/7R1/8B/9/3AKA3 w,3,27,e0e1 c9a7 e1f1 e9d9 h3d3 d9e9 d3a3 a7c9 a3f3 i4h4 f8f9 e8f9 f3f9 e9e8 f1e1 c9a7 f9f7 a7c5 f7f5 c5a7 f5e5 a7c9 e5h5|e0e1 c9a7 e1f1 e9d9 h3d3 d9e9 d3a3 a7c9 a3f3 c9a7 f8f9 e8f9 f3f9 e9e8 f1e1 a7c5 f9f5 c5a7 f5e5 a7c9 e5i5 i4h4 i5i8 e8e9 i8i9 e9e8 i9c9|e0e1 c9a7 e1f1 e9d9 h3d3 d9e9 d3a3 a7c9 a3f3 c9a7 f8f9 e8f9 f3f9 e9e8 f1e1 i4i3 f9a9 a7c5 a9a3 i5i4 a3e3 e8f8 e3e5 i3a3 e5f5 f8e8 f5c5
第46局 陶汉明先胜赵鑫鑫.xqf,马双炮双兵仕相全,马双炮双卒士双象,4kab2/1c1C5/2N1b4/6p2/7np/3C2P2/4P3c/4B4/4A4/4KAB2 w,1,27,d4e4 f9e8 d8d5 h5g3 e4e8 i3h3 d5h5 g9i7 e3e4 g6g5 e4e5 g5g4 e5e6 i7g5 e2g4 i5i4 e8g8 i4h4 h5i5 h4g4 i5i9 h3h7 e6e7 g5e7 g8g9 h7h9 g9g3
第55局 洪智先胜周小平 （一）车炮对车马的疑问.xqf,车马双兵仕相全,车炮三卒象,4k4/5R3/4b4/4r1pNp/2c6/3p2P2/8P/B3B4/4A4/3A1K3 w,1,27,f8d8 e6f6 f0e0 f6f7 h6g8 e9f9 d8d4 g6g5 g4g5 e7g5 d4d5 c5c3 g8h6 f7f6 h6g8 f6f3 d5g5 c3e3 g8e7 f9f8 e7d9 f8e8 d9c7 e8f8 c7e6 f8e8 g5e5
车封二线 暴露横杀(3).xqf,双车双炮三兵仕相全,车双马双炮多卒双士象,2b1k4/1r2a4/2na5/2pR4p/4p4/C1P4R1/c3P2nP/4B1C2/1p2A3c/2BK1A3 w,1,27,h4h9 e8f9 g2g9 f9e8 g9c9 e8f9 a4a9 b8b9 c9f9 b9a9 d6e6 e9d9 f9f4 d9d8 f4d4 d7e8 e6d6 e8d7 h9h8 d8d9 d6d7 d9e9 d4e4 e5e4 h8h9 e9e8 d7d8
马封中线两肋纵杀(1).xqf,双车马炮双兵双仕相,双车马炮多卒士象全,1r1a1ab2/4k4/4b4/p7p/2p3p2/7NP/PR7/5R2C/2r1A4/2B1KAn1c w,1,27,f2f8 e8f8 h4g6 f8e8 i2e2 e7c9 g6e5 c9e7 e5c6 e7c9 b3e3 c9e7 e3f3 e7c9 c6e5 c9e7 e5f7 e7c9 f7d6 e8e9 f3e3 c9e7 e3d3 f9e8 d6c8 e9f9 d3f3
马封二线 底线横杀(6).xqf,双车马双炮兵双仕相,双车双马炮双卒士双象,C3k4/3NaR3/4b1n2/8p/2b6/1p7/4P3r/5C1R1/1nr1A4/c2K1AB2 w,1,27,d8b9 e7c9 b9c7 c9a7 f8e8 e9f9 h2h9 g7h9 c7d9 a0a9 d9f8 i3f3 f8h9 f3g3 h9f8 g3f3 f8e6 f3g3 e6f4 g3f3 f4h5 f3g3 h5f6 g3f3 f6d7 f3f2 e8e9
马封二线 底线横杀(7).xqf,双车马双炮三兵仕相全,车马双炮多卒士象全,2bak4/1N2a4/2c1b4/7Pp/2p1P4/pn1pC2C1/2R3R1P/1r2B4/4A4/c3KAB2 w,1,27,g3g9 e7g9 b8d7 e9f9 c3f3 e8f7 h4f4 f7e8 f4d4 e8f7 e4f4 f7e8 f4h4 e8f7 d4f4 f7e8 f4a4 e8f7 h4f4 f7e8 f4c4 e8f7 f3f7 c7f7 c4c9 d9e8 a4a9
02升车解围 暗伏玄机.XQF,双车马炮双兵仕相全,双车双炮多卒士象全,2crkabC1/1R2aR3/4b4/p3p3p/4c4/4r4/P5p1P/4B1N2/4A4/2BAK4 b,1,29,d9d3 b8e8 e9d9 e8c8 e4c4 c8c9 c4c9 g2e3 c9c3 e3d5 d3d5 f8f9 d9d8 f9d9 d8e8 d9d5 c3f3 d5d9 g9i7 d9d4 e5e3 d4h4 e8f8 h4h0 g3g2 h9b9 g2g1 b9b3 f3f4
04出奇制胜 妙着连珠.XQF,双车马双炮三兵仕相,双车双马炮多卒士象全,2bak1b2/1C2a4/N1n5n/p3p3p/5rp2/P1PR2c2/8P/4C4/3KA4/1RB3r2 w,1,29,b0b5 g4g1 d1d2 f5f2 b5g5 g9e7 g5g2 f2f5 a7c8 e9f9 e2f2 f5d5 d4d5 c7d5 g2g3 i7h9 b8b3 g1g2 d2d1 d5c3 g3c3 g2g8 c3f3 e8f7 f3f7 g8f8 b3f3 d9e8 f7f8
05巧避邀兑 象眼献车.XQF,双车双马双炮多兵仕相全,双车双马双炮多卒士象全,2bcka3/4a4/2n1bcnr1/p1p3R1p/1C4p2/2P1r4/P1C3P1P/N3B1N2/4A4/3RKAB2 w,1,29,c3c6 f7f8 b5b7 f8g8 g6f6 e4e6 d0d8 c9a7 f6f8 g7h5 c4c5 g8g7 d8c8 h5g3 a2c3 a7c9 c3b5 g3e2 g0e2 g7g2 c8d8 c9a7 b5c7 e6e2 b7b9 a7c9 c6c9 d9b9 d8d9
71局-实战杀局欣赏.xqf,双车双马炮三兵仕相全,双车马双炮三卒士象全,1Cnak2r1/3Ra4/4b1R1b/p1p1N4/8p/2P6/P3P4/2N6/4Ar3/2B1KABcc w,1,29,d8d9 e8d9 g7e7 e9f9 e6g7 f9f8 g7h9 i7g9 e7g7 f1h1 g7g8 f8f7 g8g7 f7f8 g7g8 f8f7 c2d4 h1h9 g8g7 f7f8 d4e6 f8e8 c0e2 h9h2 g7g8 e8e7 e6c7 d9e8 g8e8
双照纵横 同步钳杀(4).xqf,双车双马炮三兵双仕相,双车马双炮多卒士象全,3k1ab2/2R1a4/9/p2N2pc1/6bNp/2P2n3/P3C3P/4BA3/3p1r3/c1rAK1R2 w,1,29,c8c9 d9d8 d6b7 d8d7 c9c7 d7d8 c7c8 d8d7 b7c5 d7e7 c8c7 e8d7 c5e6 e7f7 c7d7 g9e7 d7e7 g5e7 e3f3 f4h5 e6f4 h5f6 f4g6 f6g4 f3f1 g4f6 g6h8 f7f8 g0g8
封制两肋 中线纵杀(3).xqf,双车炮三兵双仕,车马双炮三卒双士象,4k4/4a3R/1r1c1a3/p3p1RC1/6b2/6p2/P3P3P/3A5/4A4/c4K1n1 w,1,29,i8i9 e8f9 h6h9 f9e8 g6g9 e8f9 g9g5 f9e8 g5g9 e8f9 g9g4 f9e8 g4g9 e8f9 g9g7 f9e8 h9h4 e8f9 i9f9 e9f9 g7f7 f9e9 f7e7 e9d9 h4d4 d7c7 e7d7 d9e9 d4e4
封制纵横 斜向钳杀(12).xqf,双车马双炮双兵仕相全,双车双马炮卒士象全,2b1ka3/4a4/3nb4/2R3CNp/9/C1R2c3/P2n4P/4B4/5r3/2BAKA1r1 w,1,29,g6g9 e7g9 c6c9 e8d9 h6f7 e9e8 c9c8 e8e7 a4a7 d7c5 c8c7 e7e8 f7d6 c5d7 c7c8 e8e9 d6f7 d7f8 a7a9 d9e8 c8c9 e8d9 c9d9 e9e8 c4c8 e8e7 c8c7 e7e8 f7d6
